n_components,smiles_1,smiles_2,tg
2,CC(C)(CCC(=O)O)C(=O)N1CCN(CCCCC(=O)O)CC1,COC(=O)c1ccc(CN(C)C(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,353.9636295720481
2,COc1ccc(C=NNc2cccc(C(=O)O)c2C)c2cc(C(=O)O)oc12,CCOc1ccc(NC(=O)CCN(CCOCC2CO2)CCOCC2CO2)cc1,364.4320015129511
2,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCc1cccc(OCc2ccccn2)c1,CC1CCN(CCN(CC2CO2)CC2CO2)CC1,323.6551906396809
2,O=C(O)CCC(CCC(=O)O)C(=O)OCCCn1ccnc1,O=C(Nc1cccc(OCC2CO2)c1)NC1CCN(CC2CO2)CC1,358.90067726688574
2,N#Cc1cccc(NC(=O)C(CCC(=O)O)CCC(=O)O)c1,NC(=O)NC(=O)COC(=O)c1cc(OCC2CO2)c2ccccc2c1OCC1CO1,429.2239664898896
2,COC(=O)c1ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)c(C)c1,O=C(Nc1cccc(CN2CCCCC2=O)c1)c1ccc(OCC2CO2)cc1OCC1CO1,416.52718549099313
2,CCCc1ccc(NC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1,COc1ccc(CNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cn1,380.7944961315554
2,O=C(O)COCC(COCC(=O)O)NC(=O)NCc1ccc(N2CCCC2)cc1,CCOc1ccc(OCC2CO2)c(CNCc2cccnc2OCC2CO2)c1,344.1562107910292
2,Cc1cc(OC(=O)C(CCC(=O)O)CCC(=O)O)ccc1C#N,CCN(CC)CCOc1cccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1,338.82958709746765
2,Cc1ccc(NCC(=O)N(CCC(=O)O)CCC(=O)O)cc1C(=O)NC(C)C,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)Nc1ccc(N2CCCCC2)cc1,415.8598864756013
2,Cn1nccc1C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O,O=C(Nc1ccccc1)c1ccc(NC(=O)N(CCCOCC2CO2)CCOCC2CO2)cc1,372.274949494284
2,Cc1cc(CN)cc(NC(=O)C(CCC(=O)O)CCC(=O)O)c1,COc1cc(CO)ccc1C(=O)N(CC1CO1)CC1CO1,410.21562512396673
2,O=C(O)COCC(COCC(=O)O)NC(=O)c1ccccc1O,O=C(Nc1ccc(COCC2CO2)c(COCC2CO2)c1)c1ccccc1O,360.0555679701473
2,O=C(O)CCN(CCC(=O)O)C(=O)NCc1ccc(Cn2cnc3ccccc32)cc1,Cc1ccnc(OCC2CO2)c1C(=O)NCCc1ccc(OCC2CO2)cc1,388.004338735117
2,O=C(O)CCC(CCC(=O)O)C(=O)NCC1CCC(NC(=O)C2CCC2)CC1,CC(=O)OCCCc1cccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)c1,375.1962717925599
2,CC(=O)NC1CCN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,Cc1nn(C)c(C)c1C(=O)NCc1ccc(OCC2CO2)cc1OCC1CO1,393.53507313162
2,O=C(O)COCC(COCC(=O)O)NC(=O)NCCCc1ccccc1,O=C(NCC1CCN(C2CC2)CC1)c1c(OCC2CO2)cccc1OCC1CO1,344.6102051863032
2,O=C(O)COCc1cc(COCC(=O)O)cc(NC(=O)c2cccc(N3CCNC3=O)c2)c1,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccncc1,412.936363628418
2,CCCCOc1ccc(C(C)(CC(=O)O)C(=O)O)cc1,Cc1cccc(COc2cccc(C(=O)Nc3ccc(COCC4CO4)c(COCC4CO4)c3)c2)c1,368.1909278032633
2,NC(=O)C1CCN(c2cccc(NC(=O)C(CCC(=O)O)CCC(=O)O)c2)CC1,CCc1ccc2c(c1)CCN(C(=O)c1c(OCC3CO3)cccc1OCC1CO1)C2,370.4482005369593
2,O=C(O)CCCOC(=O)CCCC(=O)O,CC(C)NC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1,346.0946389512228
2,COc1cc(C=C(C(=O)O)c2ccncc2)ccc1OCC(=O)O,O=C(NCCCNCCCC1CO1)c1ccccc1OCC1CO1,353.4163581970216
2,Cc1ccc(C(C)(C)CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(c1ccccc1OCC1CO1)N(Cc1ccco1)Cc1ccccc1OCC1CO1,348.6875492568784
2,O=C(O)COCC(COCC(=O)O)NCC(=O)Nc1ccc(OCc2ccccc2)cc1,Cc1nc(OCC2CO2)ccc1C(=O)N1CCC(c2ccc(OCC3CO3)cc2)CC1,371.690708180915
2,COc1ccccc1C(C)(C)CNC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1ccc(OCC2CO2)c(C(=O)N2CCC(C(=O)c3ccc(OCC4CO4)cc3)CC2)c1,426.5510849176897
2,CC(=O)c1cccc(CN2CCC(C(=O)O)(C(=O)O)CC2)c1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1ccc(CNC(=O)C2CCCC2)cc1,373.85613208496
2,Cc1cccc(CCCNC(COCC(=O)O)COCC(=O)O)c1,COC(=O)CNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,345.93570835101764
2,O=C(O)CCN(CCC(=O)O)C(=O)COc1ccc2oc3ccccc3c2c1,CCCN1CCC(NC(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)CC1,352.0727714983812
2,CC(=O)Nc1ccc(CCNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,CCOc1c(OC)cc(C=CC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1OC,408.5896319772263
2,CC(COCC(=O)O)(COCC(=O)O)NC(=O)CCCc1ccccc1,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccc(CCN2CCCCC2)cc1,367.2403204081526
2,COc1ccc(CN(CCOCC(=O)O)C(=O)C(C)(C)COCC(=O)O)cc1,CCC(=O)Nc1cccc(C(=O)N(CC2CO2)CC2CO2)c1,390.435867425887
2,O=C(O)CCCC(=O)N(CCC(=O)O)C1CCOCC1,O=C(Nc1ccc(COCC2CO2)c(COCC2CO2)c1)c1cc(OCc2ccccc2)ccc1O,362.9518346898444
2,O=C(O)CCC(CCC(=O)O)C(=O)Nc1cccc(NC(=O)CCN2CCCCC2)c1,O=C(Nc1cccc2ncccc12)c1ccc(OCC2CO2)cc1OCC1CO1,443.5460708645179
2,O=C(O)CCN(CCOCc1ccccc1)CCC(=O)O,c1cc(CN2CCC(OCCOCC3CO3)CC2)ccc1COCC1CO1,274.93828649238253
2,CCCCN(C)C(=O)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1ccc(NN=C(C)c2cc(OCC3CO3)ccc2OCC2CO2)cc1,375.9815746764191
2,Cc1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cn1,COCc1ccccc1CNC(=O)COC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,378.8321032260349
2,Cc1ccc(CC2CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC2)cc1,COc1cc(CC(=O)NCCc2ccc(OC)c(OCC3CO3)c2)ccc1OCC1CO1,339.9721835320309
2,O=C(O)CCCCCNC(=O)C(=O)NCc1ccccc1OCCC(=O)O,O=C(CN1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1)N1CCCC1,341.0114775531035
2,Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,COc1cc2c(cc1OCC1CO1)CCN(C(=O)Cc1ccc(C)c(OCC3CO3)c1)C2,336.7552713970475
2,COc1cc(COCC(=O)O)c(OCc2ccc(CN3CCOCC3)cc2)c(COCC(=O)O)c1,O=C(NCCN1CCCCC1)c1ccc(OCC2CO2)cc1OCC1CO1,344.1716718178916
2,Cc1cccc(NCC(=O)N(CCC(=O)O)CCC(=O)O)c1C(=O)N1CCCC1,CCc1cccc(OCCN(CCOCC2CO2)CCOCC2CO2)c1,289.0457633039582
2,Cc1c(COC(C)(C)C)cccc1NC(=O)N(CCC(=O)O)CCC(=O)O,O=C(c1ccc2ccccc2c1OCC1CO1)N1CCc2ccc(OCC3CO3)cc2C1,403.8443259611728
2,Cc1ccc(C)c(OCCNCCNC(=O)C(CCC(=O)O)CCC(=O)O)c1,CC(=O)NCCCNC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,308.3654674097036
2,CN1CCN(c2ccc(CNC(CC(=O)O)C(=O)O)cc2)CC1,COc1ccc(OCC(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,348.8794372407677
2,O=C(NC1(C(=O)O)CCCC1)c1ccc(C(=O)O)nc1,O=C(Nc1ccc2c(c1)CCC2)c1c(OCC2CO2)cccc1OCC1CO1,465.19164444911775
2,COCCOCC(=O)Nc1cc(COCC(=O)O)cc(COCC(=O)O)c1,O=C(O)CN(C(=O)c1ccc(OCC2CO2)cc1OCC1CO1)C1CCCCC1,383.9481472275155
2,Nc1cccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)c1,CC(=O)NCCN(C)C(=O)c1cccc(OCC2CO2)c1OCC1CO1,376.6720557740136
2,O=C(O)COCCOCCNCc1ccc(COCC(=O)O)o1,CN(C(=O)c1ccccc1OCC1CO1)c1cccc(NC(=O)c2ccccc2OCC2CO2)c1,351.2155438138351
2,COc1ccc(CNCCNC(=O)C(CCC(=O)O)CCC(=O)O)cc1C#N,CCOC(=O)c1ccc(NC(=O)C=Cc2ccc(OC)c(OCC3CO3)c2)c(OCC2CO2)c1,374.83561064897606
2,CN(C)C(=O)c1ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1nc(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)nc2ccccc12,408.7235840448437
2,O=C(O)CCc1ccccc1OCc1nc2ccccc2n1CCC(=O)O,COc1ccc(CN(C)Cc2c(OCC3CO3)ccc(C(=O)c3ccccc3)c2OCC2CO2)cc1,365.5853647906482
2,COc1ccc(CC(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,Cc1c(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cccc1C(N)=O,378.60038055957017
2,O=C(O)CCC(CCC(=O)O)C(=O)NCC1CCN(CCC2CCOCC2)CC1,COc1cc(CCNC(=O)NCc2cccc(OCC3CO3)c2)ccc1OCC1CO1,355.8657292682998
2,CCc1ccc(Oc2ccc(C(=O)O)cc2C(=O)O)cc1,Cc1ccc2c(CN3CCC(c4ccc(OCC5CO5)cc4)CC3)ccc(OCC3CO3)c2n1,373.0124473095
2,O=C(O)CCOc1ccc(C(=O)N2CCCN(C(=O)c3ccc(OCCC(=O)O)cc3)CC2)cc1,O=C(O)Nc1ccccc1C(=O)OCC(=O)N(CC1CO1)CC1CO1,425.5217305919232
2,CN(Cc1ccco1)C(=O)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccn(Cc2ccccc2)n1,415.81950576015936
2,O=C(O)CC1(CC(=O)O)CCOCC1,NC(=O)CCN(Cc1ccccc1)C(=O)COC(=O)c1cc(OCC2CO2)cc(OCC2CO2)c1,372.73554396681504
2,Cc1cccnc1CNCC1CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC1,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccc(C(=O)Nc2ccccc2)cc1,390.4612937057767
2,O=C(O)CCN(CCC(=O)O)C(=O)CNC1CCN(C(=O)c2cnccn2)CC1,CCCOC(=O)c1ccc(NC(=O)C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,373.3209906565414
2,O=C(O)COCC(COCC(=O)O)NC(=O)NCc1ccc2c(c1)OCO2,Cc1cc(OCC2CO2)nc(CNC(=O)c2ccc(OCC3CO3)c(C)c2)n1,387.6638150614431
2,CC(C)(CCNCc1ccc(C(=O)O)cc1)C(=O)O,O=C(Cc1ccc(OCC2CO2)cc1)N1CCC(O)(CC2CO2)CC1,361.8345814817917
2,O=C(O)CCN(CCC(=O)O)C(=O)c1cccc(NC(=O)C2CCCCC2)c1,CCc1ccccc1CC(=O)NCCNCC(=O)N(CC1CO1)CC1CO1,380.3599649799974
2,CNC(=O)c1cccc(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)n1,CNCc1ccc(NC(=O)C(CC2CO2)CC2CO2)cc1,413.6806034173667
2,Cc1nn(Cc2ccccc2)c(C)c1CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,CNC(=O)CN1CCC(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,371.4373919132315
2,COCc1cncc(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)c1,O=C(Nc1cccc(NC(=O)N(CCCOCC2CO2)CCOCC2CO2)c1)C1CC1,379.88053838788704
2,O=C(O)CCCCCC(=O)C(=O)O,O=C(NCC(=O)N1CCN(Cc2cccc(OCC3CO3)c2)CC1)c1ncccc1OCC1CO1,360.6374316351928
2,O=C(O)CCCNCCCNC(=O)CCCCOCCCC(=O)O,C#CCOc1ccc(NC(=O)C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,336.5209779017566
2,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)c2cccc(NC(=O)c3ccco3)c2)cc1,O=C(NC1CCN(CCC2CO2)C1)c1ccccc1OCC1CO1,397.5577631645767
2,O=C(COc1ccccc1)Nc1cc(C(=O)O)cc(C(=O)O)c1,O=C(Nc1cccc(OCC2CO2)c1)C(=O)N(CC1CCCCC1)CC1CO1,434.7368005934909
2,O=C(O)CCN1CCC(CNC(=O)C2(CCC(=O)O)CCCC2)CC1,COc1ccc(C(=O)Nc2ccc(C(=O)NCCOCC3CO3)cc2)cc1OCCOCC1CO1,363.7425026965268
2,O=C(O)COCCN(CCOCC(=O)O)Cc1cccc(Oc2ccccn2)c1,O=C(Nc1ccc(NC(=O)N2CCCCCC2)cc1)C(CC1CO1)CC1CO1,338.6890460446912
2,CCC(=O)Nc1ccc(C)c(NC(=O)N(CCC(=O)O)CCC(=O)O)c1,O=C(CCc1ccc2ccccc2c1OCC1CO1)Nc1ccc(OCC2CO2)nc1,441.21727748052
2,CCN(Cc1ccccc1)c1ccc(CNCCCC(C(=O)O)C(=O)O)cc1,COc1cc(CC(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)ccc1C,363.3642582080301
2,CC(NC(=O)CCCC(=O)O)(C(=O)O)c1ccccc1,CC(=O)Nc1ccc(C)c(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,389.5832394901863
2,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCc2ccc(O)cc2)cc1,COc1ccc2c(c1)CCCN2C(=O)c1ccc(OCC2CO2)cc1OCC1CO1,406.8470647696527
2,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)N1CCN(C(=O)CCC2CCCC2)CC1,O=C(NCCc1ccc(OCC2CO2)cc1)c1cccc2cc(OCC3CO3)ccc12,392.1039573388047
2,N#Cc1ccc(OCCN(CCC(=O)O)CCC(=O)O)cc1,O=C(NC(COCC1CO1)COCC1CO1)c1cccc(NC(=O)C2CC2)c1,346.7153190202466
2,O=C(O)COCCN(Cc1ccc(COCC(=O)O)cc1)C1CCC1,Nc1ccc(C(=O)NCc2cccc(OCC3CO3)c2OCC2CO2)cn1,349.17045462459845
2,COCCN(CCC(=O)O)C(=O)COCCC(=O)O,O=C(NC1CN(C(=O)c2ccccc2OCC2CO2)C1)c1ccccc1OCC1CO1,347.6936397295546
2,C#CCN1CCC(NC(=O)C(CCC(=O)O)CCC(=O)O)CC1,CCCC(Cc1ccccc1)NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,360.1589901707951
2,CC(C)Cn1ncnc1CN(CCC(=O)O)CC(=O)O,Cc1cc(CNC(=O)c2cc(OCC3CO3)ccc2C)cc(OCC2CO2)n1,371.5605379751162
2,O=C(O)CCOc1cccc(NC(=O)N(CCC(=O)O)Cc2ccccc2)c1,NC(=O)c1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)o1,435.46218675830687
2,CC(C)Cc1ccc(C(=O)CCC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,COc1ccccc1Oc1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1,391.05804283615686
2,O=C(O)COCCCN(CCOCC(=O)O)C(=O)Nc1ccc2c(c1)OCCCO2,Cc1cc(C)nc(N2CCN(C(=O)Nc3ccc(C(=O)N(CC4CO4)CC4CO4)cc3)CC2)n1,436.892174513405
2,CC(=NNc1cccc(C(=O)O)c1C)c1cc(C(=O)O)c(C)nc1C,O=C(Nc1ccc(COCC2CO2)c(COCC2CO2)c1)c1cnc2ccccc2c1,400.7677662676502
2,CCn1nccc1CNC(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCC(=O)N1CCN(CC(=O)N(CC2CO2)CC2CO2)CC1)C1CC1,353.52779944656265
2,Cc1ccc(NCC(=O)N(CCC(=O)O)CCC(=O)O)cc1C(=O)N(C)C(C)C,COc1c(CNCCc2cc(C)c(OCC3CO3)c(C)c2)cccc1OCC1CO1,356.0559614624382
2,O=C(O)CCN(CCOC1CCC1)CCC(=O)O,O=C(CCc1ccccn1)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,303.369210687603
2,CCCCC(=O)Nc1ccc(CNCC(CC(=O)O)C(=O)O)cc1,CCOc1ccc(CN2CCN(C(=O)c3cccc(OCC4CO4)c3)CC2)c(OCC2CO2)c1,358.15861351360866
2,O=C(O)CCC(CCC(=O)O)C(=O)N1CCN(c2cccc(O)c2)CC1,O=C(O)c1cc(OCC2CO2)cc(OCC2CO2)c1,394.6866166537472
2,COc1ccc(OCc2nnc(N3CCC(CC(=O)O)CC3)n2CCC(=O)O)cc1,Cc1ccc(C(=O)N2CCN(Cc3ccc(OCC4CO4)cc3)CC2)c(OCC2CO2)n1,377.9190450162255
2,CCCn1ncc(C(=O)N(CCC(=O)O)CCC(=O)O)c1C1CC1,COC(=O)c1ccc(CN(C)C(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1,346.9663145489876
2,CCCCCn1cc(CNC(=O)N(CCC(=O)O)CCC(=O)O)c(C)n1,CC(=NNc1cccc(C)c1)c1cc(OCC2CO2)cc(OCC2CO2)c1,306.46345466131817
2,N#CCCN(CCC(=O)O)C(=O)c1ccc(C(=O)N(CCC#N)CCC(=O)O)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc2c(c1)CCC2,413.13205825727033
2,CNc1ccccc1C(=O)N(CCOCCOCC(=O)O)CCOCC(=O)O,CCCCOC(=O)c1ccc(NC(=O)N(CCOCC2CO2)CCOCC2CO2)cc1,331.8799389358925
2,O=C(O)c1ccc(OCCCCCCCCCCOc2ccc(C(=O)O)cc2)cc1,CCN(CC)c1ccc(C(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)cc1,369.0860853627453
2,O=C(O)Cc1ccccc1NC(=O)CC1(C(=O)O)CCCC1,CNC(=O)CCNC(=O)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,423.6508558703994
2,Cn1nc(CC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)c2ccccc21,CCCC(=O)Nc1cccc(CNC(=O)C(=O)N(CC2CO2)CC2CO2)c1,401.47623465707073
2,Cc1cc(CN2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)no1,CNC(=O)c1cccc(C(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)c1,370.7551198522649
2,O=C(O)c1ccc(C=NNc2ccccc2C(=O)O)o1,O=C(Nc1ccccc1)NC1CCN(C(=O)C(=O)N(CC2CO2)CC2CO2)CC1,415.6249997018074
2,O=C(O)CCN(CCC(=O)O)C(=O)NCc1cccc(N2CCC2=O)c1,CC(CC(=O)NCc1cccc(OCC2CO2)c1)CC(=O)NCc1cccc(OCC2CO2)c1,364.80587791851246
2,O=C(O)CCC(CCC(=O)O)C(=O)NCCCCN1C(=O)c2ccccc2C1=O,COc1ccc(C(C)(C)C)cc1NC(=O)C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,381.7345197273268
2,Cc1cccc(OCCCNC(=O)C(CCC(=O)O)CCC(=O)O)c1C,COCCNC(=O)c1ccccc1NC(=O)C(CC1CO1)CC1CO1,351.2568715716751
2,CN(Cc1ccccc1N(C)C)C(=O)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1cc(C)ccc1C(=O)NCCNCC(=O)N(CC1CO1)CC1CO1,380.2833261710309
2,Cc1cccc(C(CC(=O)O)NC(=O)CCC(=O)O)c1,COc1ccc(CCCCCC(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)cc1,367.9019514472964
2,NC(=O)C(=O)N1CCC(NCC(=O)N(CCC(=O)O)CCC(=O)O)CC1,CN(CCC1CO1)C(=O)NCCCCCCC1CO1,345.3326935018965
2,COCC(=O)N1CCC(N2CCC(NC(=O)C(CCC(=O)O)CCC(=O)O)CC2)CC1,Cc1cc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)ccc1N1CCOCC1,386.8300681176217
2,CN(C(=O)C(=O)Nc1cccc(CCC(=O)O)c1)C1CC(C(=O)O)C1,CCN(C(=O)CNC(=O)c1c(OCC2CO2)cccc1OCC1CO1)c1ccccc1,353.5605990671317
2,O=C(O)COCCN(CCOCC(=O)O)Cc1ccc(N2CCC(O)CC2)cc1,Cc1cc(C(=O)N2CCCC(Cc3ccc(OCC4CO4)cc3)C2)ccc1OCC1CO1,342.97825065247025
2,CC(C)(C)OC(=O)c1cccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)c1,c1cc(N=Nc2cccc(OCC3CO3)c2)cc(OCC2CO2)c1,374.0855731094192
2,O=C(O)CCC(CCC(=O)O)C(=O)NCCN1CCc2ccccc2C1,CCCN(CCC)C(=O)CCCC(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,339.52135075326566
2,CC(CNC(=O)c1cccc(Nc2ccccc2)c1)(COCC(=O)O)COCC(=O)O,COc1ccc(C(=O)N2Cc3ccc(OCC4CO4)cc3C2)c(OCC2CO2)c1,393.7023131901474
2,O=C(O)CCCNCC1CCN(C(=O)COCCC(=O)O)CC1,O=C(OCCN1CCOCC1)c1cccc(OCC2CO2)c1OCC1CO1,317.4641698998548
2,Cc1ccc(Oc2ccccc2NC(=O)N(CCOCC(=O)O)CCOCC(=O)O)cc1,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccccc1N1CCCC1=O,378.11108775661927
2,O=C(O)COCCCN(CCOCC(=O)O)CCOc1cccc2ccccc12,CN(C)C(=O)c1cccc(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)c1,357.2214594202681
2,Cc1cc(COCC(=O)O)cc(COCC(=O)O)c1,CN(Cc1cccc(OCC2CO2)c1)C(=O)NCc1cccc(OCC2CO2)c1,357.1246329959976
2,NC(CCCCC(=O)O)C(=O)NCC(=O)NCCC(=O)O,CCOC(=O)C1CCN(C(=O)COC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)CC1,331.3439716046136
2,COc1ccc(C(=O)O)cc1C=NNc1cccc(C(=O)O)c1,O=C(CN(CC1CO1)CC1CO1)Nc1cccc(C(=O)NC2CC2)c1,397.9927501000929
2,CCN1CCN(c2ccc(NC(=O)CN(CCOCC(=O)O)CCOCC(=O)O)cc2)CC1,NC(=O)CCOc1ccccc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,341.49307403380794
2,O=C(O)CCN(CCn1cccn1)CC(=O)O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc2c(=O)n3c(nc2c1)CCC3,384.7801114180563
2,COc1ccccc1Oc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)nc1,c1cnc(CCc2ccc(OCC3CO3)cc2)c(OCC2CO2)c1,347.0006290847965
2,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)c2cc(C3CC3)nc3ccccc23)cc1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1ccc(C2CC2)cc1,405.8836122331896
2,O=C(O)CCN(CCC(=O)O)C(=O)CCn1nc2ccccn2c1=O,Cc1ccc(C(=O)O)c(OCC2CO2)c1NC(=O)COc1ccccc1OCC1CO1,390.0522189880917
2,CN(C(=O)Cn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O)c1ccccc1,CCOCc1ccc(NC(=O)N(CCOCC2CO2)CCOCC2CO2)cc1,410.3280864764287
2,COc1c(NC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cccc1C(N)=O,O=C(O)c1c(OCC2CO2)cc2ccccc2c1OCC1CO1,427.2813861897845
2,COc1ccc(C(=O)C2CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC2)cc1,C(CCCCCCCCCOCC1CO1)CCCCCCCCOCC1CO1,304.89317938214737
2,COCCNCCN(CCc1ccccc1)C(=O)C(CCC(=O)O)CCC(=O)O,CN(CC(=O)N(CC1CO1)CC1CO1)Cc1ccccn1,308.37327525701687
2,CC(C)c1ccc(CNC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CCOc1cc(C(=O)O)ccc1NC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1,405.629809455175
2,COc1ccc(OC)c(CCNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1,CCCCN(Cc1ccccc1OCC1CO1)C(=O)c1ccnc(OCC2CO2)c1,373.1808367407074
2,CC(=O)Nc1cccc(NC(=O)C(CCC(=O)O)CCC(=O)O)c1,COc1cc(CNC(=O)Nc2cccc3c(OCC4CO4)nccc23)ccc1OCC1CO1,428.7919530549926
2,O=C(O)CCN(CCC(=O)O)C(=O)COc1cncnc1,Cc1noc(CCCC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)n1,351.0901446991982
2,NC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,COc1cc(OC)cc(C(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)c1,399.8423890816144
2,N#Cc1ccc(C2(C(=O)N(CCC(=O)O)CCC(=O)O)CC2)cc1,Cc1ccc(OCC2CO2)cc1C(=O)N1CCC(C(=O)c2ccc(OCC3CO3)cc2)CC1,394.10148818199457
2,O=C(O)CCN(CCC(=O)O)C(=O)CNc1ccccc1OC1CCCC1,CCCCN(Cc1ccccc1OCC1CO1)C(=O)NCc1ccc(OCC2CO2)c(OC)c1,355.7862395440284
2,CCNC(=O)N(CCC(=O)O)CCC(=O)O,COC(=O)c1ccccc1CCC(=O)N(CC1CO1)CC1CO1,347.801115739067
2,O=C(O)CCC1CCN(C(=O)NCc2cccc(OCC(=O)O)c2)CC1,CCCCN(Cc1ccccc1OCC1CO1)C(=O)NCc1cccc(OCC2CO2)c1,364.9979994085445
2,O=C(O)COCCCOC(=O)Cc1nn(CCOCC(=O)O)c(=O)c2ccccc12,COc1cc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc(OC)c1OC,374.5070441311751
